property_id,prop_type,year_built,is_new_construction,beds,baths_full,baths_half,garage,price,lot_size,building_size,line,neighborhoods,city,county,state_code,postal_code
O1166323440,single_family,1960.0,False,4.0,1,,None,276000,3847,1104,3205 Ashwood Ln,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O2919891989,single_family,1970.0,False,3.0,2,,2,475000,12611,1277,4922 Oak Leaf Ave,"['Arden - Arcade', 'Garden of the Gods', 'Greenwood']",Carmichael,Sacramento,CA,95608
O2088678811,single_family,1969.0,False,2.0,1,,1,215000,1873,840,5141 Connecticut Dr Apt 3,"['Haggin Park', 'Madison Villa Estates']",Sacramento,Sacramento,CA,95841
O1182086934,single_family,1954.0,False,3.0,2,,2,395000,10019,1245,4916 Heatherdale Ln,"['Arden - Arcade', 'Greenwood', 'Loch Lomond Manor']",Carmichael,Sacramento,CA,95608
O1738355658,single_family,1964.0,False,3.0,2,1.0,2,613100,10890,2052,2125 Marchita Way,"['Carmichael Colony', 'Pasatiempo Estates']",Carmichael,Sacramento,CA,95608
O2828668082,multi_family,1973.0,False,5.0,4,,2,510000,10019,2300,7317-7319 Gail Way,['Ambrose Manor'],Fair Oaks,Sacramento,CA,95628
O2411911676,single_family,1948.0,False,2.0,1,,1,338000,13504,958,3522 Garfield Ave,['Oakvale'],Carmichael,Sacramento,CA,95608
O2910205964,single_family,1954.0,False,3.0,2,,None,512000,12080,1991,4732 Amelia Dr,['Casa Bella Park'],Fair Oaks,Sacramento,CA,95628
O2537423369,single_family,,False,3.0,2,,2,402000,7112,1006,6225 Casita Ave,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O2605482352,multi_family,1978.0,False,4.0,2,,2,465000,13068,2360,6121-6123 Oakgreen Cir,['Crestview Oaks'],Carmichael,Sacramento,CA,95608
O2095945121,single_family,1987.0,False,4.0,3,1.0,2,759999,20038,4093,5663 Rolling Oak Dr,"['Haggin Park', 'Oak Creek Estates']",Sacramento,Sacramento,CA,95841
O2173011090,single_family,1956.0,False,3.0,2,,2,425000,10019,1100,5436 Toombs St,['Lincoln Oaks'],Fair Oaks,Sacramento,CA,95628
O2438519558,single_family,1983.0,False,3.0,2,,2,406500,7405,1434,3330 Fogle Ct,"['Oakvale', 'Fogel Woods']",Carmichael,Sacramento,CA,95608
O2856133082,single_family,1956.0,False,3.0,2,,None,315000,10420,1315,7218 Sunset Ave,['Casa Bella Park'],Fair Oaks,Sacramento,CA,95628
O2226922403,single_family,2017.0,False,4.0,3,,2,482000,3115,2407,5377 Sablewood Ln,None,Fair Oaks,Sacramento,CA,95628
O2217953817,single_family,1958.0,False,3.0,2,,2,400000,6534,1134,5432 Hesper Way,['Merrihill'],Carmichael,Sacramento,CA,95608
O2484095805,single_family,1996.0,False,4.0,3,,3,652000,8276,3203,3340 Winsome Ln,['Oakvale'],Carmichael,Sacramento,CA,95608
O2614761572,single_family,1960.0,False,3.0,2,,None,315000,8900,1012,5113 Kipp Way,['James Towne'],Carmichael,Sacramento,CA,95608
O1661699614,single_family,1940.0,False,3.0,2,1.0,3,1175000,154638,2149,2359 California Ave,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O2069598100,single_family,1974.0,False,4.0,2,,None,279500,1141,1449,5016 Greenberry Dr,"['Haggin Park', 'Green Tree']",Sacramento,Sacramento,CA,95841
O2854903306,single_family,1970.0,False,3.0,2,1.0,2,505000,10149,1626,7321 Millicent Ct,None,Fair Oaks,Sacramento,CA,95628
O1823866475,multi_family,1963.0,False,4.0,2,,None,427000,5713,1710,6038 Remington Ave,['Western Hills'],Carmichael,Sacramento,CA,95608
O1693738511,single_family,2013.0,False,3.0,2,,2,461000,8503,1540,5000 Cypress Ave,"['Oakvale', 'Arden - Arcade']",Carmichael,Sacramento,CA,95608
O1396861933,single_family,1966.0,False,5.0,3,1.0,2,525000,10093,2417,6031 Rampart Dr,['Barrett Hills'],Carmichael,Sacramento,CA,95608
O2168241050,single_family,1956.0,False,3.0,2,,None,420000,10454,1100,6937 Lincoln Oaks Dr,['Lincoln Oaks'],Fair Oaks,Sacramento,CA,95628
O2477238872,single_family,1983.0,False,3.0,2,,2,435000,6399,1309,5220 Linda Lou Dr,"['Oakvale', 'Cypress Park']",Carmichael,Sacramento,CA,95608
O1097368329,multi_family,1965.0,False,4.0,2,,2,530000,11326,2210,2232-2234 Mission Ave,"['Arden - Arcade', 'Garden of the Gods', 'Greenwood', 'Rancho San Lucas']",Carmichael,Sacramento,CA,95608
O1165652653,single_family,2009.0,False,4.0,2,,None,350000,13068,1950,5120 Von Way,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O1312342776,single_family,1966.0,False,3.0,2,,2,487000,9770,1701,6211 Mineral Way,['Barrett Hills'],Carmichael,Sacramento,CA,95608
O2654375269,single_family,1971.0,False,3.0,2,,2,481000,9461,1866,4750 Liesel Ct,['Crestview Estates'],Carmichael,Sacramento,CA,95608
O1823287890,land,,False,,None,,None,585000,19515,None,6233 Gobernadores Ln,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O2166303221,single_family,1958.0,False,3.0,2,,2,380000,6970,1232,5960 Ashworth Way,['Merrihill'],Carmichael,Sacramento,CA,95608
O2200103431,single_family,1958.0,False,3.0,3,,1,395000,8712,1458,5949 Ashworth Way,['Merrihill'],Carmichael,Sacramento,CA,95608
O2262635682,single_family,1971.0,False,3.0,2,1.0,None,256000,919,1380,6064 Via Casitas,None,Carmichael,Sacramento,CA,95608
O2205208865,single_family,1958.0,False,3.0,2,,2,415000,6098,1078,5506 Wilsey Way,['Merrihill'],Carmichael,Sacramento,CA,95608
O2382832071,single_family,2016.0,False,4.0,3,,2,560000,5602,1994,7048 Palmdell Way,['Dove Estates'],Fair Oaks,Sacramento,CA,95628
O1213017666,single_family,1981.0,False,3.0,2,,2,470000,9026,1556,5247 Kenneth Ave,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O2582403362,single_family,2000.0,False,5.0,3,2.0,2,799000,19201,2955,3525 Bajamont Way,"['Carmichael Colony', 'River Bluff Vista']",Carmichael,Sacramento,CA,95608
O2391109484,multi_family,1979.0,False,,None,,None,4550000,47916,0,5110 El Camino Ave,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O1555763912,single_family,1970.0,False,4.0,2,,2,516000,8682,1921,7042 Los Olivos Way,['Rancho de los Olivos'],Carmichael,Sacramento,CA,95608
O2129521735,single_family,1974.0,False,4.0,2,,None,265000,1198,1449,5216 Greenberry Dr,"['Haggin Park', 'Green Tree']",Sacramento,Sacramento,CA,95841
O2118230155,single_family,1967.0,False,3.0,2,,2,380000,5663,1218,5537 White Fir Way,"['Haggin Park', 'Spruce Gardens']",Sacramento,Sacramento,CA,95841
O2199209048,single_family,1961.0,False,3.0,1,,1,392000,6534,1101,6109 Coyle Ave,['Park Oaks'],Carmichael,Sacramento,CA,95608
O2860157804,single_family,1956.0,False,3.0,2,,2,410000,10041,1056,7224 Sunset Ave,['Casa Bella Park'],Fair Oaks,Sacramento,CA,95628
O1424848656,single_family,1981.0,False,3.0,2,,2,486500,6721,1625,5909 Camray Cir,['Lincoln Hill'],Carmichael,Sacramento,CA,95608
O1958177546,single_family,2016.0,False,4.0,3,,1,500000,3990,2122,4676 Lue Ln,['Del Paso vale'],Carmichael,Sacramento,CA,95608
O2192612976,single_family,1956.0,False,3.0,1,,2,385000,10454,1464,6712 Judistine Dr,['Lincoln Oaks'],Fair Oaks,Sacramento,CA,95628
O2265706011,single_family,1954.0,False,3.0,1,,None,500000,20038,1724,1546 Mission Ave,"['Mariemont - Gordon Heights', 'Arden - Arcade', 'Mission Acres']",Carmichael,Sacramento,CA,95608
O1707462192,multi_family,1978.0,False,4.0,2,,None,570000,6098,2840,5613 Ranchero Way,['Carmichael Colony'],Carmichael,Sacramento,CA,95608
O1542832630,single_family,1969.0,False,4.0,2,,None,485000,9610,1903,4635 Stollwood Dr,['Rancho De Los Olivos'],Carmichael,Sacramento,CA,95608
O1742715773,single_family,1995.0,False,2.0,2,1.0,2,430000,7760,1403,2337 Fallwater Ln,"['Carmichael Colony', 'Compton Place']",Carmichael,Sacramento,CA,95608
O2616177678,single_family,1960.0,False,3.0,1,2.0,2,400000,7802,1432,6548 Saint James Dr,['James Towne'],Carmichael,Sacramento,CA,95608
O2324440713,single_family,1972.0,False,3.0,1,1.0,None,279000,1381,1323,5251 Gibbons Dr,['Oakvale'],Carmichael,Sacramento,CA,95608
O1409234226,single_family,1994.0,False,3.0,3,,None,630000,8712,2734,6315 Perrin Way,['Rampart Hills'],Carmichael,Sacramento,CA,95608
O2878973985,multi_family,1976.0,False,4.0,4,,2,500000,7889,2168,4219-4221 Casa Blanca Ln,['Del Paso vale'],Carmichael,Sacramento,CA,95608
O2459500283,single_family,1979.0,False,3.0,2,,2,400000,6710,1496,3642 Affirmed Way,"['Oakvale', 'East Walnut Estates']",Carmichael,Sacramento,CA,95608
O2648934441,multi_family,1963.0,False,4.0,2,,2,500000,6098,1664,6008-6010 Rye Way,['Barrett Meadows North'],Carmichael,Sacramento,CA,95608
O2004867158,single_family,1961.0,False,3.0,3,,2,465500,7701,1989,4536 Longhorn St,"['Del Paso vale', 'Oak Meadows']",Carmichael,Sacramento,CA,95608
O2444854768,single_family,1980.0,False,3.0,2,,2,525000,11326,2094,3607 Sareco Ct,['Oakvale'],Carmichael,Sacramento,CA,95608
O2320882350,single_family,1971.0,False,2.0,2,1.0,None,245000,907,1166,6208 Via Casitas,None,Carmichael,Sacramento,CA,95608
O1204521032,single_family,1972.0,False,3.0,2,,None,395000,8712,1470,3109 Lamada Ct,"['Carmichael Colony', 'Lamada Acres']",Carmichael,Sacramento,CA,95608
O2483685880,single_family,1956.0,False,4.0,2,,None,247000,10019,1264,3901 Henderson Way,"['Oakvale', 'Becker Heights']",Carmichael,Sacramento,CA,95608
O1715138976,single_family,1968.0,False,3.0,2,,2,750000,12197,1987,2110 Lambeth Way,"['Shelfield Estates', 'Carmichael Colony']",Carmichael,Sacramento,CA,95608
O2293715478,single_family,1961.0,False,3.0,1,,2,355000,6970,1020,5765 Cada Cir,['Park Oaks'],Carmichael,Sacramento,CA,95608
O2490505547,single_family,1972.0,False,2.0,1,1.0,2,257500,1241,1116,4068 Knoll Top Ct,['Oakvale'],Carmichael,Sacramento,CA,95608
O2737243536,single_family,1964.0,False,4.0,3,,2,665000,5148,1798,19216 Nestor Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1447122501,single_family,1953.0,False,4.0,2,,1,715000,5556,1710,515 E 182nd St,['North Carson'],Carson,Los Angeles,CA,90746
O1417037513,single_family,1958.0,False,3.0,2,,2,6705000,4965,1400,24626 Marine Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1080667837,single_family,2016.0,False,4.0,3,,2,830000,16534,1976,703 Colorado Cir,['Central Carson'],Carson,Los Angeles,CA,90745
O1602712516,condo,1981.0,False,2.0,2,,2,420000,25731,1049,164 W 220th St Apt 11,['Central Carson'],Carson,Los Angeles,CA,90745
O2391713718,single_family,1949.0,False,3.0,1,1.0,1,590000,5414,947,2608 E Jackson St,['East Carson'],Carson,Los Angeles,CA,90810
O1347163871,single_family,1960.0,False,4.0,1,1.0,2,645000,4983,1146,835 E Bonds St,['South Carson'],Carson,Los Angeles,CA,90745
O1342479734,condo,1985.0,False,3.0,3,,2,561000,36538,1560,535 E 223rd St Unit 7,['Central Carson'],Carson,Los Angeles,CA,90745
O2928566885,single_family,1963.0,False,3.0,2,,2,685000,6198,1200,21509 Lostine Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1241004573,single_family,1959.0,False,3.0,2,,2,635000,5732,1349,902 E Joel St,['Central Carson'],Carson,Los Angeles,CA,90745
O1135840083,condo,1997.0,False,2.0,3,,2,475000,48439,1306,23326 Colony Park Dr,['South Carson'],Carson,Los Angeles,CA,90745
O1221589017,single_family,1952.0,False,4.0,3,,1,560000,5402,1724,23445 Caroldale Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1333346674,condo,1963.0,False,3.0,2,,2,312000,3171,1081,2 Boothill Ln,['South Carson'],Carson,Los Angeles,CA,90745
O1554113022,single_family,1955.0,False,3.0,1,,2,630000,5116,1008,203 W 224th Pl,['South Carson'],Carson,Los Angeles,CA,90745
O1252035292,single_family,1948.0,False,3.0,1,,2,550000,5257,988,21007 Shearer Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1705673610,single_family,1957.0,False,3.0,2,,2,620000,4910,1358,21429 Nicolle Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1375881237,condo,2007.0,False,3.0,2,1.0,2,619000,77537,1507,621 E 223rd St Unit D,['Central Carson'],Carson,Los Angeles,CA,90745
O2617731659,single_family,1948.0,False,4.0,2,,1,630000,5422,1628,2632 E 221st Pl,['East Carson'],Carson,Los Angeles,CA,90810
O1094884812,single_family,1947.0,False,3.0,2,,2,677000,7524,1487,325 E 230th St,['South Carson'],Carson,Los Angeles,CA,90745
O1684357491,condo,1989.0,False,2.0,2,1.0,2,530000,101429,1194,529 W 220th St Unit 34,['Central Carson'],Carson,Los Angeles,CA,90745
O1106174863,condo,2001.0,False,3.0,2,1.0,2,610000,None,1361,17815 Poplar Ct,['North Carson'],Carson,Los Angeles,CA,90746
O2816023739,single_family,1963.0,False,4.0,3,,2,775000,5379,2206,1702 E Turmont St,['North Carson'],Carson,Los Angeles,CA,90746
O1057656136,single_family,1947.0,False,4.0,2,,2,825000,6663,2091,23109 Catskill Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1182683373,condo,1992.0,False,2.0,2,,1,431000,27848,784,1171 E 223rd St # 1,['Central Carson'],Carson,Los Angeles,CA,90745
O2871940138,condo,2007.0,False,3.0,3,,2,641500,77803,1387,633 E 223rd St Unit C,['Central Carson'],Carson,Los Angeles,CA,90745
O1580571841,condo,1983.0,False,3.0,3,,2,585000,70489,1630,22539 Figueroa St Apt 209,['South Carson'],Carson,Los Angeles,CA,90745
O1148361440,single_family,1943.0,False,3.0,2,,2,730000,5839,1571,331 E 237th St,['South Carson'],Carson,Los Angeles,CA,90745
O1044463992,single_family,1972.0,False,4.0,3,,2,760000,4753,1812,1439 E 214th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1409250857,single_family,1966.0,False,3.0,2,,None,682500,5846,1854,537 E Cassidy St,['North Carson'],Carson,Los Angeles,CA,90746
O1568423144,single_family,1953.0,False,3.0,1,,None,426000,5250,1585,227 E 184th St,['North Carson'],Carson,Los Angeles,CA,90746
O2118414955,condo,2005.0,False,2.0,2,,2,465000,12807,1050,1227 E Carson St Apt 4,['Central Carson'],Carson,Los Angeles,CA,90745
O1973748170,single_family,2000.0,False,3.0,3,,2,799000,3577,2260,22840 Shell Dr,['South Carson'],Carson,Los Angeles,CA,90745
O1102039873,single_family,1965.0,False,4.0,2,,2,695000,6169,1665,23502 Nicolle Ave,['South Carson'],Carson,Los Angeles,CA,90745
O2887686146,single_family,1965.0,False,4.0,2,,2,631000,5250,1741,19216 Hillford Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1281177259,single_family,1956.0,False,3.0,2,,2,580000,5110,990,22104 Garston Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O2991099137,single_family,1964.0,False,4.0,2,,2,525000,5580,1853,1642 E Califon St,['Central Carson'],Carson,Los Angeles,CA,90745
O1203589566,single_family,1943.0,False,3.0,1,,2,655000,5596,1209,340 E 237th St,['South Carson'],Carson,Los Angeles,CA,90745
O1416452630,single_family,1954.0,False,2.0,1,,1,415000,4323,838,139 E Torrance Blvd,['Central Carson'],Carson,Los Angeles,CA,90745
O1473245926,single_family,1964.0,False,4.0,2,,2,675000,5399,1633,18605 Coltman Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1340306937,single_family,1951.0,False,3.0,2,,2,620000,4116,1632,746 E Sepulveda Blvd,['South Carson'],Carson,Los Angeles,CA,90745
O1605390959,single_family,1958.0,False,3.0,2,,2,600000,5325,1192,21249 Main St,['Central Carson'],Carson,Los Angeles,CA,90745
O1445259204,condo,1963.0,False,5.0,3,1.0,2,800000,4892,1948,21314 Selwyn Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1490723654,single_family,1953.0,False,4.0,1,,1,680000,5420,1526,413 E 181st St,['North Carson'],Carson,Los Angeles,CA,90746
O1127294810,single_family,1970.0,False,3.0,2,,2,602000,6972,1650,20311 Caron Cir,['North Carson'],Carson,Los Angeles,CA,90746
O1510463231,single_family,1955.0,False,3.0,2,,2,562000,5645,1265,437 E Realty St,['South Carson'],Carson,Los Angeles,CA,90745
O1417794204,single_family,1956.0,False,4.0,3,,None,600000,5564,1926,338 E 219th St,['Central Carson'],Carson,Los Angeles,CA,90745
O2916567252,single_family,1962.0,False,4.0,2,,2,797123,6405,1847,19414 Weiser Ave,['North Carson'],Carson,Los Angeles,CA,90746
O2717604385,single_family,1969.0,False,3.0,2,1.0,2,700000,3685,1475,816 E Radbard St,['North Carson'],Carson,Los Angeles,CA,90746
O1218943135,single_family,1980.0,False,3.0,3,,None,614000,5792,1709,22027 Callahan Pl,['Central Carson'],Carson,Los Angeles,CA,90745
O2984428533,single_family,1965.0,False,5.0,4,,2,815000,5381,2467,1232 E 218th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1081170945,condo,1944.0,False,2.0,2,,2,375000,434861,700,440 E 234th Walk,['South Carson'],Carson,Los Angeles,CA,90745
O1555109756,single_family,1979.0,False,3.0,2,,2,630000,7904,1817,16116 Haskins Ln,['North Carson'],Carson,Los Angeles,CA,90746
O2617843456,single_family,1964.0,False,2.0,1,,None,395000,2569,790,2644 E Washington St,['East Carson'],Carson,Los Angeles,CA,90810
O1385102526,single_family,1966.0,False,5.0,2,,2,650000,5300,1866,309 E Cassidy St,['North Carson'],Carson,Los Angeles,CA,90746
O1470711842,single_family,1955.0,False,3.0,1,,1,638600,5597,1056,22132 Neptune Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1142622484,multi_family,1947.0,False,,None,,6,840000,9434,1988,23508 Dolores St,['South Carson'],Carson,Los Angeles,CA,90745
O1571218089,single_family,1964.0,False,4.0,2,,2,700000,5170,1679,18630 Milmore Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1576724002,single_family,1957.0,False,5.0,2,,None,458000,5638,2069,16236 McKinley Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1329436530,condo,2014.0,False,3.0,4,,None,710000,8966,1776,616 Colorado Cir,['Central Carson'],Carson,Los Angeles,CA,90745
O1148659567,single_family,1971.0,False,4.0,2,,2,700000,5347,1480,23540 Figueroa St,['South Carson'],Carson,Los Angeles,CA,90745
O1471904353,single_family,1957.0,False,3.0,2,,None,342000,4945,1394,321 E 222nd St,['Central Carson'],Carson,Los Angeles,CA,90745
O2996167305,single_family,1961.0,False,4.0,2,,None,319611,5560,1671,1822 E 213th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1649364771,single_family,1954.0,False,2.0,2,,None,500000,3861,847,227 W 213th Pl,['Central Carson'],Carson,Los Angeles,CA,90745
O1207602916,single_family,1967.0,False,4.0,3,,2,760000,4920,1872,20123 Galway Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1564510220,single_family,1956.0,False,4.0,2,,2,650000,5118,1224,214 W 226th St,['South Carson'],Carson,Los Angeles,CA,90745
O9472293952,mobile,1978.0,False,2.0,2,,None,219000,None,None,17701 Avalon Blvd Spc 92,['North Carson'],Carson,Los Angeles,CA,90746
O2787068101,single_family,1961.0,False,4.0,2,,2,830000,6300,1956,19321 Fariman Dr,['North Carson'],Carson,Los Angeles,CA,90746
O2725951956,single_family,1966.0,False,4.0,1,1.0,2,580000,4062,1472,17403 Nauset Ct,['North Carson'],Carson,Los Angeles,CA,90746
O9294159286,mobile,1975.0,False,2.0,2,,None,220000,None,1100,17700 Avalon Blvd Spc 429,['North Carson'],Carson,Los Angeles,CA,90746
O1343299585,single_family,1951.0,False,4.0,2,,2,705000,4915,1460,22745 Fries Ave,['South Carson'],Carson,Los Angeles,CA,90745
O2864543996,single_family,1964.0,False,4.0,2,,2,780000,5021,1897,19429 Harlan Ave,['North Carson'],Carson,Los Angeles,CA,90746
O2582466705,single_family,1952.0,False,4.0,2,,1,720000,8751,1483,23218 Figueroa St,['South Carson'],Carson,Los Angeles,CA,90745
O1233018289,single_family,1969.0,False,4.0,2,,2,599000,4694,1712,20202 Belshaw Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1407583336,single_family,1953.0,False,3.0,2,,1,190000,5667,1351,415 E 219th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1658159533,condo,1989.0,False,2.0,2,1.0,2,480000,101429,1194,516 W 219th St Unit 5,['Central Carson'],Carson,Los Angeles,CA,90745
O2809129539,single_family,1961.0,False,4.0,2,,2,698000,5988,1577,19024 Huggins Dr,['North Carson'],Carson,Los Angeles,CA,90746
O1050426543,single_family,1963.0,False,4.0,2,1.0,2,695000,5593,1419,1335 E 216th St,['Central Carson'],Carson,Los Angeles,CA,90745
O2745628373,single_family,1963.0,False,3.0,3,,None,490000,5104,2206,19103 Andmark Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1502127032,condo,1985.0,False,3.0,2,1.0,2,455000,34748,1194,120 W 223rd St Unit 16,['South Carson'],Carson,Los Angeles,CA,90745
O2925958269,single_family,1965.0,False,5.0,3,,2,672000,5149,2413,1828 E Calstock St,['North Carson'],Carson,Los Angeles,CA,90746
O2619061860,single_family,1967.0,False,4.0,3,,2,715000,5134,2045,23045 Kinard Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1502536957,single_family,1956.0,False,3.0,2,,None,322000,5130,1080,506 E Double St,['Central Carson'],Carson,Los Angeles,CA,90745
O2825638352,single_family,1965.0,False,4.0,2,,2,706000,6179,1813,19724 Eddington Dr,['North Carson'],Carson,Los Angeles,CA,90746
O2606056046,single_family,1952.0,False,3.0,1,,None,555000,5328,968,185 W 232nd Pl,['South Carson'],Carson,Los Angeles,CA,90745
O1370466457,condo,1986.0,False,3.0,3,,None,420000,30616,1181,604 E 220th St Unit 4,['Central Carson'],Carson,Los Angeles,CA,90745
O1006676326,single_family,1952.0,False,4.0,2,,2,540500,5615,1396,21901 Martin St,['Central Carson'],Carson,Los Angeles,CA,90745
O1274159889,single_family,1964.0,False,3.0,2,,2,680000,5484,1747,808 E Turmont St,['North Carson'],Carson,Los Angeles,CA,90746
O2638488789,single_family,1966.0,False,5.0,2,,2,650000,4228,1568,918 E Sagebank St,['North Carson'],Carson,Los Angeles,CA,90746
O1823086609,condo,1963.0,False,3.0,2,,None,270000,1904979,1091,50 Camelback Ave N # 2,['South Carson'],Carson,Los Angeles,CA,90745
O1258705895,single_family,1959.0,False,3.0,2,,2,585000,5344,1130,918 E Joel St,['Central Carson'],Carson,Los Angeles,CA,90745
O2341479228,single_family,1942.0,False,2.0,1,,None,405000,4932,955,2528 E Dominguez St,['East Carson'],Long Beach,Los Angeles,CA,90810
O1654805598,single_family,1960.0,False,5.0,3,,None,581000,6060,1562,21222 Lynton Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1639601094,single_family,1957.0,False,3.0,1,1.0,2,605000,4882,1050,155 W Desford St,['Central Carson'],Carson,Los Angeles,CA,90745
O1136175476,single_family,1951.0,False,3.0,2,,2,640000,5674,1376,403 E 229th St,['South Carson'],Carson,Los Angeles,CA,90745
O1125741013,condo,1944.0,False,2.0,1,1.0,1,330000,434859,736,445 E 234th Walk,['South Carson'],Carson,Los Angeles,CA,90745
O2378558840,single_family,1923.0,False,2.0,1,,None,380000,5479,686,2616 E Jefferson St,['East Carson'],Carson,Los Angeles,CA,90810
O2806520923,single_family,1961.0,False,3.0,2,,2,734900,6628,1465,19006 Belshaw Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1588953774,single_family,1920.0,False,4.0,2,,None,665000,6048,1454,437 E Pacific St,['South Carson'],Carson,Los Angeles,CA,90745
O1364082608,single_family,1923.0,False,2.0,1,,1,445000,3306,1000,24009 Banning Blvd,['South Carson'],Carson,Los Angeles,CA,90745
O1404369018,single_family,1966.0,False,4.0,3,1.0,2,740000,5432,1803,343 E Cassidy St,['North Carson'],Carson,Los Angeles,CA,90746
O1620893591,single_family,1960.0,False,3.0,2,,2,670000,5343,1540,308 W 212th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1531865254,single_family,1955.0,False,5.0,2,,None,513000,7118,1848,225 W 224th Pl,['South Carson'],Carson,Los Angeles,CA,90745
O1406081326,single_family,1960.0,False,6.0,3,1.0,2,788000,5028,3432,24213 Seagrove Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1316281777,single_family,1951.0,False,3.0,1,,None,582000,4893,980,542 E 224th St,['South Carson'],Carson,Los Angeles,CA,90745
O1238496382,single_family,1971.0,False,5.0,3,,2,776950,4854,2183,1209 E Helmick St,['North Carson'],Carson,Los Angeles,CA,90746
O1119443068,condo,1944.0,False,1.0,1,,None,275000,434861,556,447 E 234th Walk,['South Carson'],Carson,Los Angeles,CA,90745
O1169155836,condo,1944.0,False,2.0,2,,None,240000,462548,736,23405 Maribel Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1669413848,single_family,1960.0,False,3.0,2,,2,565000,5290,1176,21208 Lynton Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1362938737,single_family,1964.0,False,4.0,2,,2,597000,6029,1302,520 E 219th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1461355187,condo,1986.0,False,3.0,3,,2,550000,114567,1588,401 W 220th St Unit 39,['Central Carson'],Carson,Los Angeles,CA,90745
O1586907051,single_family,1953.0,False,2.0,1,,1,495000,4612,819,22728 Orchard Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1418826278,single_family,1969.0,False,4.0,3,,2,675000,4814,1672,24405 Marbella Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1491729834,single_family,1986.0,False,4.0,2,,None,690000,5858,2214,21311 Garston Ave,['Central Carson'],Carson,Los Angeles,CA,90745
O1050650138,single_family,1964.0,False,4.0,2,,2,740000,7018,1853,1726 E 213th St,['Central Carson'],Carson,Los Angeles,CA,90745
O1173441419,single_family,1943.0,False,3.0,2,,1,519000,7676,1070,378 E 238th Pl,['South Carson'],Carson,Los Angeles,CA,90745
O1459755655,single_family,1964.0,False,3.0,2,,2,670000,5631,1650,18222 Coltman Ave,['North Carson'],Carson,Los Angeles,CA,90746
O1468091854,single_family,1964.0,False,4.0,2,,2,730000,4861,1956,24443 Island Ave,['South Carson'],Carson,Los Angeles,CA,90745
O1551429874,single_family,1968.0,False,3.0,2,,2,665000,5127,1662,336 Gina Dr,['South Carson'],Carson,Los Angeles,CA,90745
O1031877058,land,,False,,None,,None,479000,10755,None,Main St,None,Carson,None,CA,90745
O1354926559,condo,1985.0,False,3.0,3,,2,547500,36538,1560,535 E 223rd St Unit 9,['Central Carson'],Carson,Los Angeles,CA,90745
O1553181373,single_family,1956.0,False,3.0,2,,2,585000,5553,1224,129 W 226th Pl,['South Carson'],Carson,Los Angeles,CA,90745
O2605992887,condo,1963.0,False,3.0,2,,2,300000,1904979,1121,6 Horseshoe Ln Unit 442,['South Carson'],Carson,Los Angeles,CA,90745
O1180394557,single_family,,False,,None,,None,750000,41874,0,21135 Bolsa St,['Central Carson'],Carson,Los Angeles,CA,90745
O2304279502,condo,1984.0,False,3.0,2,1.0,2,550000,103821,1482,21901 Moneta Ave Unit 26,['Central Carson'],Carson,Los Angeles,CA,90745
O2998626857,single_family,1964.0,False,4.0,2,,None,530000,6021,1834,21935 Vera St,['Central Carson'],Carson,Los Angeles,CA,90745
O1587428774,single_family,1961.0,False,3.0,2,,2,650000,4916,1280,230 W 222nd St,['Central Carson'],Carson,Los Angeles,CA,90745
