city_name,city_url,neighborhood_name,neighborhood_url,neighborhood_tags
crestline,https://nextdoor.com/city/crestline--ca/,"['arrowheadhighlandsca', 'cedarpinespark', 'crestlinecares', 'northcrestline', 'switzerlandsubdivision', 'westlakecrestline']","['https://nextdoor.com/neighborhood/arrowheadhighlandsca--crestline--ca/', 'https://nextdoor.com/neighborhood/cedarpinespark--crestline--ca/', 'https://nextdoor.com/neighborhood/crestlinecares--crestline--ca/', 'https://nextdoor.com/neighborhood/northcrestline--crestline--ca/', 'https://nextdoor.com/neighborhood/switzerlandsubdivision--crestline--ca/', 'https://nextdoor.com/neighborhood/westlakecrestline--crestline--ca/']","[['Beautiful', 'Birds', 'Eclectic', 'Friendly', 'Neighbors', 'Peaceful', 'Trees', 'View', 'Wildlife'], ['Nature', 'Trees', 'Wildlife', 'Beautiful', 'Creek', 'Diversity', 'Downtown', 'Food', 'Freeway Access', 'Location'], ['Trees', 'Community', 'Nature', 'Peaceful', 'Privacy', 'View', 'Walking', 'Architecture', 'Atmosphere', 'Clean'], ['Neighbors', 'Beautiful', 'Nature', 'Family Friendly', 'Peaceful', 'Trees', 'Wildlife', 'Dog Friendly', 'Walkability', 'Friendly'], ['Peaceful', 'Beautiful', 'Trees', 'Quiet', 'Walking', 'Wildlife', 'Woods', 'Hiking', 'Lake', 'Community'], ['Wildlife', 'Dog Friendly', 'Peaceful', 'Beautiful', 'Trees', 'Quiet', 'Atmosphere', 'Family Friendly', 'Nature', 'Weather']]"
creston,https://nextdoor.com/city/creston--ca/,['crestonca'],['https://nextdoor.com/neighborhood/crestonca--creston--ca/'],"[['Beautiful', 'Peaceful', 'Quiet', 'Rural', 'Safe', 'Open', 'Nature', 'Wildlife', 'Hills', 'Neighbors']]"
crockett,https://nextdoor.com/city/crockett--ca/,"['crockettandvalona', 'duperu']","['https://nextdoor.com/neighborhood/crockettandvalona--crockett--ca/', 'https://nextdoor.com/neighborhood/duperu--crockett--ca/']","[['Peaceful', 'Bay', 'Community', 'Friendly', 'Charm', 'Historic', 'Dog Friendly', 'Quiet', 'Walking', 'Neighbors'], ['Community', 'Peaceful', 'Dog Friendly', 'View', 'Friendly', 'Hills', 'Neighbors', 'Quiet', 'Welcoming', 'Atmosphere']]"
crows-landing,https://nextdoor.com/city/crows-landing--ca/,"['augustrd', 'fulkerthroad', 'lauren']","['https://nextdoor.com/neighborhood/augustrd--crows-landing--ca/', 'https://nextdoor.com/neighborhood/fulkerthroad--crows-landing--ca/', 'https://nextdoor.com/neighborhood/lauren--crows-landing--ca/']","[None, ['Green', 'Peaceful', 'Rural', 'Safe', 'Beautiful', 'Charm', 'Clean', 'Friendly', 'Large', 'Nature'], ['Golf', 'Peaceful', 'Pleasant']]"
cudahy,https://nextdoor.com/city/cudahy--ca/,"['chanslorst', 'cudahyca']","['https://nextdoor.com/neighborhood/chanslorst--cudahy--ca/', 'https://nextdoor.com/neighborhood/cudahyca--cudahy--ca/']","[['Community', 'Events', 'Family Friendly', 'Food', 'Friendly', 'Gardens', 'Nature', 'Peaceful', 'Restaurants', 'River'], ['Food', 'Parks', 'Restaurants', 'Nice', 'Community', 'Family Friendly', 'Friendly', 'Neighbors', 'Schools', 'Shopping']]"
culver-city,https://nextdoor.com/city/culver-city--ca/,"['', 'beverlywoodwest', 'blairhillsca', 'blancopark', 'culvercityclarkdale', 'culvercrest', 'delreymarvistagardens', 'foxhillsca', 'haydenpl', 'jeffersonblvd', 'lacienegaca', 'lucernehiguera', 'mcmanus', 'sunkistpark', 'washingtonculver']","['https://nextdoor.com/neighborhood/3culverparkseast--culver-city--ca/', 'https://nextdoor.com/neighborhood/beverlywoodwest--culver-city--ca/', 'https://nextdoor.com/neighborhood/blairhillsca--culver-city--ca/', 'https://nextdoor.com/neighborhood/blancopark--culver-city--ca/', 'https://nextdoor.com/neighborhood/culvercityclarkdale--culver-city--ca/', 'https://nextdoor.com/neighborhood/culvercrest--culver-city--ca/', 'https://nextdoor.com/neighborhood/delreymarvistagardens--culver-city--ca/', 'https://nextdoor.com/neighborhood/foxhillsca--culver-city--ca/', 'https://nextdoor.com/neighborhood/haydenpl--culver-city--ca/', 'https://nextdoor.com/neighborhood/jeffersonblvd--culver-city--ca/', 'https://nextdoor.com/neighborhood/lacienegaca--culver-city--ca/', 'https://nextdoor.com/neighborhood/lucernehiguera--culver-city--ca/', 'https://nextdoor.com/neighborhood/mcmanus--culver-city--ca/', 'https://nextdoor.com/neighborhood/sunkistpark--culver-city--ca/', 'https://nextdoor.com/neighborhood/washingtonculver--culver-city--ca/']","[['Walkability', 'Community', 'Walking', 'Family Friendly', 'Safe', 'Friendly', 'Peaceful', 'Beautiful', 'Restaurants', 'Dog Friendly'], ['Quiet', 'Clean', 'Dog Friendly', 'Peaceful', 'Safe', 'Walkability', 'Weather', 'Birds', 'Convenient', 'Diversity'], ['Neighbors', 'Diversity', 'Family Friendly', 'Friendly', 'Location', 'Community', 'Quiet', 'Parks', 'Walkability', 'Beautiful'], ['Clean', 'Family Friendly', 'Peaceful', 'Schools', 'Friendly', 'Neighbors', 'Safe', 'Convenient', 'Dog Friendly', 'Well Maintained'], ['Restaurants', 'Walking', 'Parks', 'Peaceful', 'Food', 'Walkability', 'Friendly', 'Community', 'Dog Friendly', 'Family Friendly'], ['Quiet', 'Family Friendly', 'Neighbors', 'Safe', 'Walkability', 'Community', 'Dog Friendly', 'Clean', 'Friendly', 'Peaceful'], ['Food', 'Parks', 'Schools', 'Beach', 'Clean', 'Restaurants', 'Shopping', 'Beautiful', 'Freeway Access', 'Peaceful'], ['Diversity', 'Parks', 'Walking', 'Freeway Access', 'Family Friendly', 'Peaceful', 'Restaurants', 'Walkability', 'Convenient', 'Trees'], None, ['Safe', 'Walkability', 'Quiet', 'Restaurants', 'Walking', 'Community', 'Family Friendly', 'Peaceful', 'Diversity', 'Well Maintained'], ['Freeway Access', 'Charm', 'Family Friendly', 'Pleasant', 'Proximity', 'Yards', 'Bay', 'Beach', 'Beautiful', 'Birds'], ['Walkability', 'Restaurants', 'Family Friendly', 'Community', 'Friendly', 'Peaceful', 'Walking', 'Food', 'Atmosphere', 'Beautiful'], ['Restaurants', 'Walkability', 'Family Friendly', 'Dog Friendly', 'Food', 'Parks', 'Friendly', 'Walking', 'Neighbors', 'Peaceful'], ['Family Friendly', 'Community', 'Walkability', 'Quiet', 'Neighbors', 'Safe', 'Friendly', 'Clean', 'Dog Friendly', 'Parks'], ['Food', 'Restaurants', 'Walkability', 'Community', 'Friendly', 'Dog Friendly', 'Walking', 'Diversity', 'Convenient', 'Location']]"
cupertino,https://nextdoor.com/city/cupertino--ca/,"['', 'applehq', 'calvert', 'citycentercupertino', 'crestoncupertino', 'fairgrovecupertino', 'fariaca', 'flintlockca', 'gardengate', 'homesteadvillacupertino', 'inspirationheights', 'montavistaca', 'montebellord', 'northblaney', 'oakvalleycupertino', 'ranchorinconadacupertino', 'skylinecupertino', 'stelling', 'vallco', 'wilsonparkcup', 'woodspringca']","['https://nextdoor.com/neighborhood/5618stevenscreekblvd--cupertino--ca/', 'https://nextdoor.com/neighborhood/applehq--cupertino--ca/', 'https://nextdoor.com/neighborhood/calvert--cupertino--ca/', 'https://nextdoor.com/neighborhood/citycentercupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/crestoncupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/fairgrovecupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/fariaca--cupertino--ca/', 'https://nextdoor.com/neighborhood/flintlockca--cupertino--ca/', 'https://nextdoor.com/neighborhood/gardengate--cupertino--ca/', 'https://nextdoor.com/neighborhood/homesteadvillacupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/inspirationheights--cupertino--ca/', 'https://nextdoor.com/neighborhood/montavistaca--cupertino--ca/', 'https://nextdoor.com/neighborhood/montebellord--cupertino--ca/', 'https://nextdoor.com/neighborhood/northblaney--cupertino--ca/', 'https://nextdoor.com/neighborhood/oakvalleycupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/ranchorinconadacupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/skylinecupertino--cupertino--ca/', 'https://nextdoor.com/neighborhood/stelling-deanza--cupertino--ca/', 'https://nextdoor.com/neighborhood/vallco--cupertino--ca/', 'https://nextdoor.com/neighborhood/wilsonparkcup--cupertino--ca/', 'https://nextdoor.com/neighborhood/woodspringca--cupertino--ca/']","[['Dog Friendly', 'Safe', 'Friendly', 'Quiet', 'Clean', 'Convenient', 'Hiking', 'Pleasant', 'Privacy', 'Proximity'], None, ['Peaceful', 'Beautiful', 'Convenient', 'Dog Friendly', 'Family Friendly', 'Neighbors', 'Nice', 'Safe', 'Clean', 'Community'], ['Safe', 'Walkability', 'Clean', 'Pleasant', 'Schools', 'Freeway Access', 'Location', 'Peaceful', 'Quiet', 'Shopping'], ['Family Friendly', 'Friendly', 'Safe', 'Walkability', 'Peaceful', 'Diversity', 'Freeway Access', 'Hills', 'Neighbors', 'Convenient'], ['Architecture', 'Neighbors', 'Schools', 'Walking', 'Friendly', 'Peaceful', 'Quiet', 'Restaurants', 'Walkability', 'Atmosphere'], ['Family Friendly', 'Walkability', 'Community', 'Quiet', 'Convenient', 'Diversity', 'Dog Friendly', 'Freeway Access', 'Friendly', 'Nice'], ['Creek', 'Nature', 'Peaceful', 'Quiet', 'Secluded', 'Trees', 'Wildlife', 'Woods'], ['Walkability', 'Family Friendly', 'Peaceful', 'Safe', 'Friendly', 'Community', 'Parks', 'Pleasant', 'Schools', 'Well Maintained'], ['Friendly', 'Peaceful', 'Neighbors', 'Safe', 'Atmosphere', 'Community', 'Kids', 'Beautiful', 'Charm', 'Diversity'], ['Safe', 'Peaceful', 'Family Friendly', 'Quiet', 'Hiking', 'Hills', 'Parks', 'Beautiful', 'Nature', 'Trees'], ['Peaceful', 'Quiet', 'Family Friendly', 'Safe', 'Friendly', 'Clean', 'Beautiful', 'Walking', 'Schools', 'Walkability'], ['Peaceful', 'Secluded', 'Dog Friendly', 'Nature', 'Neighbors', 'Safe', 'Trees', 'Wildlife', 'Beautiful', 'Different'], ['Family Friendly', 'Safe', 'Peaceful', 'Quiet', 'Walkability', 'Walking', 'Convenient', 'Friendly', 'Clean', 'Well Maintained'], ['Peaceful', 'Safe', 'Beautiful', 'Well Maintained', 'Clean', 'Hiking', 'Quiet', 'Community', 'Dog Friendly', 'Walkability'], ['Family Friendly', 'Peaceful', 'Safe', 'Walkability', 'Friendly', 'Quiet', 'Clean', 'Dog Friendly', 'Convenient', 'Parks'], ['Nature', 'Peaceful', 'Beautiful', 'Charm', 'Quiet', 'Safe', 'Woods', 'Atmosphere', 'Birds', 'Creek'], ['Restaurants', 'Walking', 'Parks', 'Safe', 'Family Friendly', 'Shopping', 'Community', 'Dog Friendly', 'Food', 'Hiking'], ['Family Friendly', 'Atmosphere', 'Walkability', 'Clean', 'Convenient', 'Dog Friendly', 'Shopping', 'Stores', 'Diversity', 'Food'], ['Family Friendly', 'Friendly', 'Peaceful', 'Quiet', 'Safe', 'Clean', 'Restaurants', 'Neighbors', 'Parks', 'Schools'], ['Schools', 'Shopping', 'Walking']]"
cutler,https://nextdoor.com/city/cutler--ca/,['cutlerca'],['https://nextdoor.com/neighborhood/cutlerca--cutler--ca/'],[None]
cuyama,https://nextdoor.com/city/cuyama--ca/,[],[],[]
cypress,https://nextdoor.com/city/cypress--ca/,"['acacia', 'ballbloomfieldca', 'bloomfieldballorangedenni', 'cedarglenpark', 'civiccentercypress', 'cypresscypress', 'delongstreet', 'fairwayparkca', 'fruittract', 'greenbrookbrentwood', 'holderst', 'lincolncenter', 'morriselementary', 'ncrescentavedennisstca', 'orangewoodestatesca', 'ovationatflorapark', 'pinewoodparkca', 'sorrento', 'spragueave', 'sunshinetract', 'tanglewoodca', 'thevillagecypress', 'tract', 'vessels', 'vistatract']","['https://nextdoor.com/neighborhood/acacia--cypress--ca/', 'https://nextdoor.com/neighborhood/ballbloomfieldca--cypress--ca/', 'https://nextdoor.com/neighborhood/bloomfieldballorangedenni--cypress--ca/', 'https://nextdoor.com/neighborhood/cedarglenpark--cypress--ca/', 'https://nextdoor.com/neighborhood/civiccentercypress--cypress--ca/', 'https://nextdoor.com/neighborhood/cypresscypress--cypress--ca/', 'https://nextdoor.com/neighborhood/delongstreet--cypress--ca/', 'https://nextdoor.com/neighborhood/fairwayparkca--cypress--ca/', 'https://nextdoor.com/neighborhood/fruittract--cypress--ca/', 'https://nextdoor.com/neighborhood/greenbrookbrentwood--cypress--ca/', 'https://nextdoor.com/neighborhood/holderst--cypress--ca/', 'https://nextdoor.com/neighborhood/lincolncenter--cypress--ca/', 'https://nextdoor.com/neighborhood/morriselementary--cypress--ca/', 'https://nextdoor.com/neighborhood/ncrescentavedennisstca--cypress--ca/', 'https://nextdoor.com/neighborhood/orangewoodestatesca1--cypress--ca/', 'https://nextdoor.com/neighborhood/ovationatflorapark--cypress--ca/', 'https://nextdoor.com/neighborhood/pinewoodparkca--cypress--ca/', 'https://nextdoor.com/neighborhood/sorrento-woodside-homes--cypress--ca/', 'https://nextdoor.com/neighborhood/spragueave--cypress--ca/', 'https://nextdoor.com/neighborhood/sunshinetract--cypress--ca/', 'https://nextdoor.com/neighborhood/tanglewoodca--cypress--ca/', 'https://nextdoor.com/neighborhood/thevillagecypress--cypress--ca/', 'https://nextdoor.com/neighborhood/tract6276--cypress--ca/', 'https://nextdoor.com/neighborhood/vessels--cypress--ca/', 'https://nextdoor.com/neighborhood/vistatract--cypress--ca/']","[None, ['Beach', 'Beautiful', 'Charm', 'Diversity', 'Family Friendly', 'Food', 'Friendly', 'Parks', 'Peaceful', 'Pleasant'], ['Clean', 'Family Friendly', 'Friendly', 'Safe', 'Quiet', 'Well Maintained', 'Neighbors', 'Walking', 'Beautiful', 'Dog Friendly'], ['Neighbors', 'Peaceful', 'Family Friendly', 'Clean', 'Dog Friendly', 'Quiet', 'Welcoming', 'Community', 'Safe', 'Walking'], ['Freeway Access', 'Location', 'Neighbors', 'Nice', 'Parks', 'Pleasant', 'Quiet', 'Restaurants', 'Weather', 'Architecture'], ['Peaceful', 'Bay', 'Beach', 'Beautiful', 'Clean', 'Diversity', 'Dog Friendly', 'Food', 'Hiking', 'Parks'], None, ['Peaceful', 'Family Friendly', 'Neighbors', 'Clean', 'Community', 'Weather', 'Well Maintained', 'Dog Friendly', 'Friendly', 'Pleasant'], ['Clean', 'Peaceful', 'Safe', 'Dog Friendly', 'Walkability', 'Walking', 'Welcoming', 'Family Friendly', 'Parks', 'Quiet'], ['Family Friendly', 'Community', 'Safe', 'Clean', 'Friendly', 'Neighbors', 'Schools', 'Parks', 'Peaceful', 'Quiet'], None, ['Family Friendly', 'Neighbors', 'Walking', 'Dog Friendly', 'Friendly', 'Peaceful', 'Safe', 'Nice', 'Quiet', 'Clean'], ['Clean', 'Walking', 'Well Maintained', 'Community', 'Family Friendly', 'Friendly', 'Dog Friendly', 'Neighbors', 'Parks', 'Peaceful'], ['Friendly', 'Walking', 'Dog Friendly', 'Family Friendly', 'Freeway Access', 'Peaceful', 'Running', 'Clean', 'Food', 'Hiking'], ['Family Friendly', 'Friendly', 'Neighbors', 'Peaceful', 'Quiet', 'Beautiful', 'Clean', 'Community', 'Parks', 'Safe'], ['Dog Friendly', 'Convenient', 'Clean', 'Community', 'Family Friendly', 'Friendly', 'Gated', 'Neighbors', 'Walking', 'Mature'], ['Family Friendly', 'Parks', 'Quiet', 'Clean', 'Dog Friendly', 'Neighbors', 'Schools', 'Well Maintained', 'Community', 'Safe'], ['Family Friendly', 'Well Maintained', 'Safe', 'Clean', 'Parks', 'Walking', 'Community', 'Neighbors', 'Quiet', 'Restaurants'], ['Family Friendly', 'Neighbors', 'Nice', 'Parks', 'Peaceful', 'Pleasant', 'Walkability', 'Well Maintained', 'Atmosphere', 'Convenient'], ['Family Friendly', 'Peaceful', 'Friendly', 'Quiet', 'Dog Friendly', 'Neighbors', 'Parks', 'Walking', 'Welcoming', 'Clean'], ['Family Friendly', 'Peaceful', 'Pleasant', 'Schools', 'Green', 'Kids', 'Parks', 'Well Maintained', 'Clean', 'Dog Friendly'], ['Peaceful', 'Quiet', 'Clean', 'Safe', 'Family Friendly', 'Friendly', 'Community', 'Dog Friendly', 'Walkability', 'Walking'], ['Beautiful', 'Clean', 'Dog Friendly', 'Freeway Access', 'Location', 'Neighbors', 'Parks', 'Peaceful', 'Running', 'Schools'], ['Friendly', 'Neighbors', 'Family Friendly', 'Clean', 'Peaceful', 'Well Maintained', 'Parks', 'Quiet', 'Safe', 'Beautiful'], ['Quiet', 'Safe', 'Clean', 'Peaceful', 'Neighbors', 'Atmosphere', 'Beautiful', 'Community', 'Events', 'Friendly']]"
daggett,https://nextdoor.com/city/daggett--ca/,[],[],[]
daly-city,https://nextdoor.com/city/daly-city--ca/,"['bayshore', 'broadmoor', 'crocker', 'crowncolony', 'eavesdalycity', 'hillside', 'hydecourt', 'originaldalycity', 'serramonte', 'stfrancis', 'franciscan', 'westlakedaly']","['https://nextdoor.com/neighborhood/bayshore--daly-city--ca/', 'https://nextdoor.com/neighborhood/broadmoor--daly-city--ca/', 'https://nextdoor.com/neighborhood/crocker--daly-city--ca/', 'https://nextdoor.com/neighborhood/crowncolony--daly-city--ca/', 'https://nextdoor.com/neighborhood/eavesdalycity--daly-city--ca/', 'https://nextdoor.com/neighborhood/hillside--daly-city--ca/', 'https://nextdoor.com/neighborhood/hydecourt--daly-city--ca/', 'https://nextdoor.com/neighborhood/originaldalycity--daly-city--ca/', 'https://nextdoor.com/neighborhood/serramonte--daly-city--ca/', 'https://nextdoor.com/neighborhood/stfrancis--daly-city--ca/', 'https://nextdoor.com/neighborhood/franciscan--daly-city--ca/', 'https://nextdoor.com/neighborhood/westlakedaly--daly-city--ca/']","[['Family Friendly', 'Clean', 'Freeway Access', 'Safe', 'Walking', 'Peaceful', 'Quiet', 'Diversity', 'Dog Friendly', 'Hiking'], ['Family Friendly', 'Quiet', 'Safe', 'Peaceful', 'Freeway Access', 'Dog Friendly', 'Shopping', 'Clean', 'Food', 'Walkability'], ['Family Friendly', 'Quiet', 'Peaceful', 'Parks', 'Walking', 'Diversity', 'Safe', 'Hills', 'Clean', 'Friendly'], ['Freeway Access', 'Dog Friendly', 'Shopping', 'Quiet', 'Safe', 'Security', 'Walking', 'Restaurants', 'Convenient', 'Nature'], ['Dog Friendly', 'Clean', 'Diversity', 'Family Friendly', 'Food', 'Peaceful', 'Restaurants', 'Safe', 'Beautiful', 'Nice'], ['Walking', 'Clean', 'Friendly', 'Neighbors', 'Family Friendly', 'Community', 'Hills', 'Parks', 'Food', 'Nice'], ['Clean', 'Family Friendly', 'Food', 'Restaurants', 'Beach', 'Events', 'Friendly', 'Gardens', 'Kids', 'Parks'], ['Safe', 'Family Friendly', 'Food', 'Convenient', 'Restaurants', 'Parks', 'Peaceful', 'Freeway Access', 'Friendly', 'Quiet'], ['Shopping', 'Freeway Access', 'Family Friendly', 'Quiet', 'Food', 'Restaurants', 'Parks', 'Walking', 'Safe', 'Neighbors'], ['Family Friendly', 'Safe', 'Clean', 'Peaceful', 'Convenient', 'Diversity', 'Freeway Access', 'Friendly', 'Quiet', 'Food'], ['Quiet', 'Peaceful', 'Friendly', 'Safe', 'Neighbors', 'Community', 'Dog Friendly', 'Family Friendly', 'Food', 'Trees'], ['Peaceful', 'Freeway Access', 'Walkability', 'Quiet', 'Dog Friendly', 'Family Friendly', 'Walking', 'Neighbors', 'Shopping', 'Convenient']]"
dana-point,https://nextdoor.com/city/dana-point--ca/,"['alcapulcocheltamca', 'centraldanapoint', 'crystallantern', 'danacrestthelanding', 'danaknolls', 'danawoods', 'delaviondelobispo', 'harborpointe', 'lanternbayvillas', 'lanterndistrict', 'marinerca', 'marinitamarluna', 'monarchbay', 'monarchbeach', 'monarchhills', 'niguelshores', 'pointemonarch', 'ritzcove', 'ritzpointe', 'seabrookca', 'seacanyon', 'strandca', 'tennisvillas', 'thunderbirdca']","['https://nextdoor.com/neighborhood/alcapulcocheltamca--dana-point--ca/', 'https://nextdoor.com/neighborhood/centraldanapoint--dana-point--ca/', 'https://nextdoor.com/neighborhood/crystallantern--dana-point--ca/', 'https://nextdoor.com/neighborhood/danacrestthelanding--dana-point--ca/', 'https://nextdoor.com/neighborhood/danaknolls--dana-point--ca/', 'https://nextdoor.com/neighborhood/danawoods--dana-point--ca/', 'https://nextdoor.com/neighborhood/delaviondelobispo--dana-point--ca/', 'https://nextdoor.com/neighborhood/harborpointe--dana-point--ca/', 'https://nextdoor.com/neighborhood/lanternbayvillas--dana-point--ca/', 'https://nextdoor.com/neighborhood/lanterndistrict--dana-point--ca/', 'https://nextdoor.com/neighborhood/marinerca--dana-point--ca/', 'https://nextdoor.com/neighborhood/marinitamarluna--dana-point--ca/', 'https://nextdoor.com/neighborhood/monarchbay--dana-point--ca/', 'https://nextdoor.com/neighborhood/monarchbeach--dana-point--ca/', 'https://nextdoor.com/neighborhood/monarchhills--dana-point--ca/', 'https://nextdoor.com/neighborhood/niguelshores--dana-point--ca/', 'https://nextdoor.com/neighborhood/pointemonarch--dana-point--ca/', 'https://nextdoor.com/neighborhood/ritzcove--dana-point--ca/', 'https://nextdoor.com/neighborhood/ritzpointe--dana-point--ca/', 'https://nextdoor.com/neighborhood/seabrookca--dana-point--ca/', 'https://nextdoor.com/neighborhood/seacanyon--dana-point--ca/', 'https://nextdoor.com/neighborhood/strandca--dana-point--ca/', 'https://nextdoor.com/neighborhood/tennisvillas--dana-point--ca/', 'https://nextdoor.com/neighborhood/thunderbirdca--dana-point--ca/']","[['Clean', 'Safe', 'Beach', 'Friendly', 'Restaurants', 'Schools', 'Trails', 'Walking', 'Well Maintained', 'Community'], ['Beach', 'Beautiful', 'Ocean', 'Walking', 'Peaceful', 'Walkability', 'Restaurants', 'Dog Friendly', 'Friendly', 'Safe'], ['Ocean', 'Walking', 'Beach', 'Walkability', 'Beautiful', 'Peaceful', 'Restaurants', 'Food', 'Dog Friendly', 'Family Friendly'], ['Family Friendly', 'Neighbors', 'Safe', 'Walkability', 'Community', 'Dog Friendly', 'Friendly', 'Beach', 'Ocean', 'Quiet'], ['Neighbors', 'Family Friendly', 'Weather', 'Safe', 'Peaceful', 'Walking', 'Community', 'Friendly', 'Ocean', 'Beach'], ['Beautiful', 'Neighbors', 'Peaceful', 'Trees', 'Weather', 'Community', 'Family Friendly', 'Friendly', 'Well Maintained', 'Clean'], ['Safe', 'Clean', 'Family Friendly', 'Hills', 'Beautiful', 'Friendly', 'Ocean', 'Quaint', 'Sidewalks', 'View'], ['Peaceful', 'Walking', 'Clean', 'Parks', 'Beach', 'Restaurants', 'Weather', 'Dog Friendly', 'Family Friendly', 'Food'], ['Walkability', 'Beautiful', 'Location', 'Neighbors', 'Ocean', 'Walking', 'Weather', 'Beach', 'Downtown', 'Events'], ['Beach', 'Restaurants', 'Beautiful', 'Ocean', 'Walkability', 'Walking', 'Food', 'Community', 'Dog Friendly', 'Friendly'], ['Beach', 'Friendly', 'Community', 'Beautiful', 'Dog Friendly', 'Food', 'Neighbors', 'Pleasant', 'Restaurants', 'Events'], ['Beautiful', 'Ocean', 'Safe', 'Dog Friendly', 'Peaceful', 'Beach', 'Community', 'Friendly', 'Nature', 'Quiet'], ['Quiet', 'Beach', 'Ocean', 'Small', 'Walking', 'Well Maintained', 'Beautiful', 'Peaceful', 'Privacy', 'Safe'], ['Ocean', 'Restaurants', 'Quiet', 'Walking', 'Beach', 'Food', 'Safe', 'Clean', 'Neighbors', 'Peaceful'], ['Beach', 'Clean', 'Dog Friendly', 'Ocean', 'Beautiful', 'Peaceful', 'Safe', 'Restaurants', 'Walking', 'Well Maintained'], ['Beach', 'Gated', 'Ocean', 'Beautiful', 'Walking', 'Friendly', 'Dog Friendly', 'Neighbors', 'Walkability', 'Welcoming'], ['Beach', 'Beautiful', 'Clean', 'Location', 'Ocean', 'Parks', 'Restaurants', 'Safe', 'Tennis', 'Walkability'], ['Beach', 'Beautiful', 'Charm', 'Clean', 'Family Friendly', 'Gated', 'Hiking', 'Ocean', 'Parks', 'Peaceful'], ['Quiet', 'Beach', 'Peaceful', 'Beautiful', 'Ocean', 'Clean', 'Safe', 'Walkability', 'Neighbors', 'Privacy'], ['Beach', 'Safe', 'Walkability', 'Clean', 'Restaurants', 'Dog Friendly', 'Ocean', 'Beautiful', 'Location', 'Scenery'], ['Dog Friendly', 'Family Friendly', 'Beautiful', 'Safe', 'Parks', 'Clean', 'Friendly', 'Peaceful', 'Walkability', 'Walking'], ['Beautiful', 'Beach', 'Peaceful', 'Walking', 'Friendly', 'Neighbors', 'Dog Friendly', 'Ocean', 'Restaurants', 'Well Maintained'], ['Beach', 'Walkability', 'Well Maintained', 'Friendly', 'Safe', 'Dog Friendly', 'Gated', 'Location', 'Ocean', 'Peaceful'], ['Safe', 'Beach', 'Ocean', 'Family Friendly', 'Friendly', 'Peaceful', 'Clean', 'Quiet', 'Community', 'Freeway Access']]"
